algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,avg_runtime,perf_variation
rand,CoMD,1,2,0,512,80,45.9374,24,41.928767322834645,4.008632677165352
spr,CoMD,2,1,0,512,80,43.3705,24,41.281371812080536,2.0891281879194636
pak,CoMD,2,1,0,512,80,40.9296,24,41.379472666666665,0.44987266666666414
rand,CoMD,2,1,0,512,80,43.5659,24,41.928767322834645,1.6371326771653543
spr,CoMD,3,0,0,512,80,43.1641,24,41.281371812080536,1.8827281879194615
pak,CoMD,3,0,0,512,80,41.2325,24,41.379472666666665,0.1469726666666631
rand,CoMD,3,0,0,512,80,43.6065,24,41.928767322834645,1.677732677165352
spr,CoMD,4,0,1,512,80,41.1781,24,41.281371812080536,0.1032718120805356
pak,CoMD,4,0,1,512,80,41.2599,24,41.379472666666665,0.119572666666663
rand,CoMD,4,0,1,512,80,42.0794,24,41.928767322834645,0.15063267716535478
spr,CoMD,5,0,2,512,80,41.8364,24,41.281371812080536,0.5550281879194614
pak,CoMD,5,0,2,512,80,41.3121,24,41.379472666666665,0.06737266666666386
rand,CoMD,5,0,2,512,80,41.1514,24,41.928767322834645,0.7773673228346425
spr,CoMD,1,2,0,512,115,42.073,24,41.281371812080536,0.7916281879194642
pak,CoMD,1,2,0,512,115,39.261,24,41.379472666666665,2.118472666666662
rand,CoMD,1,2,0,512,115,44.694,24,41.928767322834645,2.7652326771653577
spr,CoMD,2,1,0,512,115,42.1447,24,41.281371812080536,0.8633281879194641
pak,CoMD,2,1,0,512,115,39.7869,24,41.379472666666665,1.592572666666662
rand,CoMD,2,1,0,512,115,42.6796,24,41.928767322834645,0.7508326771653557
spr,CoMD,3,0,0,512,115,40.8211,24,41.281371812080536,0.4602718120805349
pak,CoMD,3,0,0,512,115,39.1388,24,41.379472666666665,2.2406726666666614
rand,CoMD,3,0,0,512,115,40.56,24,41.928767322834645,1.3687673228346426
spr,CoMD,4,0,1,512,115,39.2648,24,41.281371812080536,2.016571812080535
pak,CoMD,4,0,1,512,115,38.4736,24,41.379472666666665,2.905872666666667
rand,CoMD,4,0,1,512,115,39.4218,24,41.928767322834645,2.5069673228346474
spr,CoMD,5,0,2,512,115,39.7904,24,41.281371812080536,1.490971812080538
pak,CoMD,5,0,2,512,115,39.3817,24,41.379472666666665,1.9977726666666626
rand,CoMD,5,0,2,512,115,39.3005,24,41.928767322834645,2.6282673228346454
rand,CoMD,1,2,0,512,64,40.5446,16,41.928767322834645,1.3841673228346423
