algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,avg_runtime,perf_variation
pak,mg,5,0,2,512,64,76.98,20,45.263666666666666,31.71633333333334
rand,mg,5,0,2,512,64,77.87,20,50.6912,27.178800000000003
spr,mg,1,2,0,512,80,93.32,20,48.99294964028777,44.327050359712224
pak,mg,1,2,0,512,80,80.07,20,45.263666666666666,34.80633333333333
rand,mg,1,2,0,512,80,95.69,20,50.6912,44.998799999999996
spr,mg,2,1,0,512,80,78.01,20,48.99294964028777,29.017050359712236
pak,mg,2,1,0,512,80,75.49,20,45.263666666666666,30.22633333333333
rand,mg,2,1,0,512,80,79.71,20,50.6912,29.01879999999999
spr,mg,3,0,0,512,80,74.08,20,48.99294964028777,25.08705035971223
pak,mg,3,0,0,512,80,73.26,20,45.263666666666666,27.99633333333334
rand,mg,3,0,0,512,80,73.79,20,50.6912,23.098800000000004
spr,mg,4,0,1,512,80,73.13,20,48.99294964028777,24.137050359712227
