algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,perf_variation
rand,kripke,2,1,0,2048,115,25.48214,16,2.8119013718411523
spr,kripke,3,0,0,2048,115,25.39313,16,2.900911371841154
rand,kripke,3,0,0,2048,115,25.42827,16,2.865771371841152
spr,kripke,4,0,1,2048,115,25.7022,16,2.591841371841152
rand,kripke,4,0,1,2048,115,25.50691,16,2.787131371841152
spr,kripke,5,0,2,2048,115,25.61756,16,2.6764813718411524
rand,kripke,5,0,2,2048,115,25.80283,16,2.4912113718411533
spr,kripke,1,2,0,2048,64,32.49566,20,4.2016186281588475
rand,kripke,1,2,0,2048,64,32.69542,20,4.401378628158845
spr,kripke,2,1,0,2048,64,32.51677,20,4.222728628158848
rand,kripke,2,1,0,2048,64,33.29369,20,4.999648628158845
spr,kripke,3,0,0,2048,64,32.05916,20,3.765118628158845
rand,kripke,3,0,0,2048,64,32.67974,20,4.385698628158849
spr,kripke,4,0,1,2048,64,32.15667,20,3.862628628158845
rand,kripke,4,0,1,2048,64,32.47591,20,4.1818686281588455
spr,kripke,5,0,2,2048,64,32.24371,20,3.9496686281588467
rand,kripke,5,0,2,2048,64,32.92331,20,4.629268628158847
spr,kripke,1,2,0,2048,80,28.21131,20,0.08273137184115242
rand,kripke,1,2,0,2048,80,28.65696,20,0.3629186281588481
spr,kripke,2,1,0,2048,80,28.1223,20,0.17174137184115423
rand,kripke,2,1,0,2048,80,27.85945,20,0.4345913718411545
spr,kripke,3,0,0,2048,80,28.05795,20,0.2360913718411517
rand,kripke,3,0,0,2048,80,28.12264,20,0.1714013718411529
spr,kripke,4,0,1,2048,80,27.90657,20,0.3874713718411549
rand,kripke,4,0,1,2048,80,28.71798,20,0.4239386281588473
spr,kripke,5,0,2,2048,80,28.12615,20,0.16789137184115432
rand,kripke,5,0,2,2048,80,28.14685,20,0.14719137184115283
spr,kripke,1,2,0,2048,115,26.9989,20,1.2951413718411544
rand,kripke,1,2,0,2048,115,27.08137,20,1.2126713718411537
spr,kripke,2,1,0,2048,115,27.1681,20,1.1259413718411544
rand,kripke,2,1,0,2048,115,27.19331,20,1.100731371841153
spr,kripke,3,0,0,2048,115,27.19579,20,1.0982513718411546
rand,kripke,3,0,0,2048,115,26.82458,20,1.4694613718411524
spr,kripke,4,0,1,2048,115,27.11223,20,1.1818113718411531
rand,kripke,4,0,1,2048,115,26.93041,20,1.363631371841155
spr,kripke,5,0,2,2048,115,26.98044,20,1.3136013718411519
rand,kripke,5,0,2,2048,115,27.22057,20,1.0734713718411548
spr,kripke,1,2,0,2048,64,36.96149,24,8.667448628158844
rand,kripke,1,2,0,2048,64,37.72468,24,9.430638628158846
spr,kripke,2,1,0,2048,64,37.11599,24,8.821948628158843
rand,kripke,2,1,0,2048,64,37.45099,24,9.156948628158844
spr,kripke,3,0,0,2048,64,37.03525,24,8.741208628158844
rand,kripke,3,0,0,2048,64,37.66256,24,9.368518628158846
spr,kripke,4,0,1,2048,64,37.05697,24,8.762928628158846
rand,kripke,4,0,1,2048,64,37.21484,24,8.920798628158849
spr,kripke,5,0,2,2048,64,37.21596,24,8.92191862815885
rand,kripke,5,0,2,2048,64,37.63802,24,9.343978628158844
spr,kripke,1,2,0,2048,80,30.7449,24,2.450858628158848
rand,kripke,1,2,0,2048,80,31.39566,24,3.101618628158846
spr,kripke,2,1,0,2048,80,30.80038,24,2.506338628158847
rand,kripke,2,1,0,2048,80,30.93378,24,2.6397386281588453
spr,kripke,3,0,0,2048,80,31.25271,24,2.958668628158847
rand,kripke,3,0,0,2048,80,31.20411,24,2.9100686281588466
spr,kripke,4,0,1,2048,80,31.18228,24,2.8882386281588452
rand,kripke,4,0,1,2048,80,31.15723,24,2.863188628158845
spr,kripke,5,0,2,2048,80,30.81206,24,2.5180186281588455
rand,kripke,5,0,2,2048,80,31.40038,24,3.106338628158845
spr,kripke,1,2,0,2048,115,28.59023,24,0.29618862815884484
rand,kripke,1,2,0,2048,115,28.51591,24,0.22186862815884822
spr,kripke,2,1,0,2048,115,28.41424,24,0.12019862815884608
rand,kripke,2,1,0,2048,115,28.37011,24,0.07606862815884696
spr,kripke,3,0,0,2048,115,28.3871,24,0.0930586281588468
rand,kripke,3,0,0,2048,115,28.72226,24,0.42821862815884515
spr,kripke,4,0,1,2048,115,28.30006,24,0.0060186281588450186
rand,kripke,4,0,1,2048,115,28.38974,24,0.09569862815884633
spr,kripke,5,0,2,2048,115,28.32056,24,0.02651862815884698
rand,kripke,5,0,2,2048,115,28.44109,24,0.14704862815884567
pak,kripke,4,0,1,2048,80,31.08298,24,2.7889386281588457
pak,kripke,5,0,2,2048,80,31.27104,24,2.976998628158846
pak,kripke,1,2,0,2048,115,28.39861,24,0.10456862815884804
pak,kripke,2,1,0,2048,115,28.60736,24,0.3133186281588465
pak,kripke,3,0,0,2048,115,28.38185,24,0.0878086281588466
pak,kripke,4,0,1,2048,115,28.28088,24,0.013161371841153624
pak,kripke,5,0,2,2048,115,28.27589,24,0.018151371841153008
pak,kripke,1,2,0,4096,64,40.66476,24,12.370718628158848
pak,kripke,2,1,0,4096,64,41.60207,24,13.308028628158844
pak,kripke,3,0,0,4096,64,40.29428,24,12.000238628158847
pak,kripke,1,2,0,4096,115,30.29011,24,1.9960686281588451
pak,kripke,4,0,1,4096,80,33.30069,24,5.00664862815885
pak,kripke,5,0,2,4096,80,33.80073,24,5.506688628158848
pak,kripke,2,1,0,4096,115,30.35127,24,2.057228628158846
pak,kripke,3,0,0,4096,115,30.32969,24,2.035648628158846
pak,kripke,4,0,1,4096,64,40.45047,24,12.15642862815885
pak,kripke,1,2,0,4096,80,33.53918,24,5.245138628158848
pak,kripke,5,0,2,4096,64,40.98803,24,12.693988628158849
pak,kripke,2,1,0,4096,80,33.59213,24,5.298088628158844
pak,kripke,3,0,0,4096,80,34.03256,24,5.738518628158843
spr,kripke,1,2,0,4096,64,41.12262,24,12.828578628158844
spr,kripke,2,1,0,4096,64,41.16181,24,12.86776862815885
spr,kripke,3,0,0,4096,64,41.03957,24,12.745528628158844
spr,kripke,4,0,1,4096,64,40.8389,24,12.544858628158849
spr,kripke,5,0,2,4096,64,40.82612,24,12.53207862815885
spr,kripke,1,2,0,4096,80,33.15753,24,4.863488628158848
spr,kripke,2,1,0,4096,80,33.34828,24,5.054238628158849
spr,kripke,3,0,0,4096,80,33.77444,24,5.480398628158845
spr,kripke,4,0,1,4096,80,33.59812,24,5.304078628158848
spr,kripke,5,0,2,4096,80,33.78576,24,5.49171862815885
spr,kripke,1,2,0,4096,115,30.0914,24,1.7973586281588467
spr,kripke,2,1,0,4096,115,30.32132,24,2.0272786281588466
spr,kripke,3,0,0,4096,115,30.17031,24,1.8762686281588472
spr,kripke,4,0,1,4096,115,30.41136,24,2.117318628158845
spr,kripke,5,0,2,4096,115,30.34306,24,2.049018628158848
rand,kripke,1,2,0,4096,64,40.14728,24,11.853238628158849
rand,kripke,2,1,0,4096,64,41.06773,24,12.773688628158844
rand,kripke,3,0,0,4096,64,40.91606,24,12.622018628158848
rand,kripke,4,0,1,4096,64,39.87448,24,11.580438628158845
rand,kripke,5,0,2,4096,64,40.24773,24,11.953688628158844
rand,kripke,1,2,0,4096,80,33.46513,24,5.171088628158849
rand,kripke,2,1,0,4096,80,33.26157,24,4.9675286281588455
rand,kripke,3,0,0,4096,80,33.31002,24,5.015978628158848
rand,kripke,4,0,1,4096,80,33.44309,24,5.149048628158845
rand,kripke,5,0,2,4096,80,33.26637,24,4.972328628158849
rand,kripke,1,2,0,4096,115,30.13402,24,1.8399786281588462
rand,kripke,2,1,0,4096,115,30.49622,24,2.2021786281588476
rand,kripke,3,0,0,4096,115,30.53501,24,2.2409686281588463
rand,kripke,4,0,1,4096,115,30.27383,24,1.9797886281588468
rand,kripke,5,0,2,4096,115,30.31465,24,2.020608628158847
pak,kripke,4,0,1,4096,115,30.39811,24,2.1040686281588457
pak,kripke,5,0,2,4096,115,30.37064,24,2.076598628158848
rand,kripke,1,2,0,4096,64,41.28026,24,12.986218628158845
rand,kripke,2,1,0,4096,64,41.51927,24,13.225228628158845
rand,kripke,3,0,0,4096,64,41.16108,24,12.867038628158845
rand,kripke,4,0,1,4096,64,40.38003,24,12.085988628158844
rand,kripke,5,0,2,4096,64,41.20921,24,12.915168628158845
rand,kripke,1,2,0,4096,80,33.79184,24,5.497798628158847
rand,kripke,2,1,0,4096,80,33.71984,24,5.425798628158844
rand,kripke,3,0,0,4096,80,33.87365,24,5.579608628158844
rand,kripke,4,0,1,4096,80,33.26984,24,4.975798628158849
rand,kripke,5,0,2,4096,80,33.70975,24,5.415708628158846
rand,kripke,1,2,0,4096,115,30.76357,24,2.469528628158848
rand,kripke,2,1,0,4096,115,30.81663,24,2.5225886281588465
rand,kripke,3,0,0,4096,115,30.74966,24,2.4556186281588452
rand,kripke,4,0,1,4096,115,30.83871,24,2.5446686281588455
rand,kripke,5,0,2,4096,115,30.8106,24,2.5165586281588475
pak,cg,3,0,0,512,115,34.38,16,2.903635416666667
rand,cg,3,0,0,512,115,37.17,16,5.693635416666666
spr,cg,3,0,0,512,115,36.46,16,4.983635416666665
pak,cg,3,0,0,512,115,44.63,24,13.153635416666667
rand,cg,3,0,0,512,115,46.57,24,15.093635416666665
spr,cg,3,0,0,512,115,46.58,24,15.103635416666663
pak,cg,4,0,1,512,115,33.85,16,2.3736354166666658
rand,cg,4,0,1,512,115,33.6,16,2.1236354166666658
spr,cg,4,0,1,512,115,34.33,16,2.8536354166666626
pak,cg,4,0,1,512,115,44.53,24,13.053635416666665
rand,cg,4,0,1,512,115,44.44,24,12.963635416666662
spr,cg,4,0,1,512,115,44.7,24,13.223635416666667
pak,cg,5,0,2,512,115,33.61,16,2.133635416666664
rand,cg,5,0,2,512,115,33.56,16,2.0836354166666666
spr,cg,5,0,2,512,115,34.75,16,3.2736354166666644
pak,cg,5,0,2,512,115,44.62,24,13.143635416666662
rand,cg,5,0,2,512,115,44.38,24,12.903635416666667
spr,cg,5,0,2,512,115,44.75,24,13.273635416666664
pak,cg,2,1,0,512,115,39.33,16,7.853635416666663
rand,cg,2,1,0,512,115,45.38,16,13.903635416666667
spr,cg,2,1,0,512,115,42.12,16,10.643635416666662
pak,cg,2,1,0,512,115,47.38,24,15.903635416666667
rand,cg,2,1,0,512,115,59.54,24,28.063635416666664
spr,cg,2,1,0,512,115,52.14,24,20.663635416666665
pak,cg,1,2,0,512,115,40.55,16,9.073635416666662
rand,cg,1,2,0,512,115,68.21,16,36.73363541666666
spr,cg,1,2,0,512,115,50.43,16,18.953635416666664
pak,cg,1,2,0,512,115,47.91,24,16.43363541666666
rand,cg,1,2,0,512,115,86.15,24,54.67363541666667
spr,cg,1,2,0,512,115,65.11,24,33.633635416666664
pak,cg,3,0,0,512,64,35.76,16,4.283635416666662
rand,cg,3,0,0,512,64,39.26,16,7.783635416666662
spr,cg,3,0,0,512,64,38.13,16,6.653635416666667
pak,cg,3,0,0,512,64,48.0,24,16.523635416666664
rand,cg,3,0,0,512,64,51.08,24,19.603635416666663
spr,cg,3,0,0,512,64,50.45,24,18.973635416666667
pak,cg,4,0,1,512,64,35.33,16,3.8536354166666626
rand,cg,4,0,1,512,64,35.03,16,3.5536354166666655
spr,cg,4,0,1,512,64,34.91,16,3.433635416666661
pak,cg,4,0,1,512,64,47.78,24,16.303635416666665
rand,cg,4,0,1,512,64,48.39,24,16.913635416666665
spr,cg,4,0,1,512,64,48.9,24,17.423635416666663
pak,cg,5,0,2,512,64,35.0,16,3.5236354166666644
rand,cg,5,0,2,512,64,35.47,16,3.993635416666663
spr,cg,5,0,2,512,64,35.08,16,3.6036354166666626
pak,cg,5,0,2,512,64,47.79,24,16.313635416666664
rand,cg,5,0,2,512,64,48.65,24,17.173635416666663
spr,cg,5,0,2,512,64,48.9,24,17.423635416666663
pak,cg,2,1,0,512,64,40.85,16,9.373635416666666
rand,cg,2,1,0,512,64,48.8,16,17.32363541666666
spr,cg,2,1,0,512,64,43.43,16,11.953635416666664
pak,cg,2,1,0,512,64,50.73,24,19.25363541666666
rand,cg,2,1,0,512,64,61.31,24,29.833635416666667
spr,cg,2,1,0,512,64,56.04,24,24.563635416666664
pak,cg,1,2,0,512,64,42.04,16,10.563635416666664
rand,cg,1,2,0,512,64,69.82,16,38.34363541666666
spr,cg,1,2,0,512,64,51.73,16,20.25363541666666
pak,cg,1,2,0,512,64,51.39,24,19.913635416666665
rand,cg,1,2,0,512,64,68.65,24,37.17363541666667
spr,cg,1,2,0,512,64,69.49,24,38.01363541666666
pak,cg,3,0,0,512,80,34.59,16,3.1136354166666678
rand,cg,3,0,0,512,80,36.52,16,5.0436354166666675
spr,cg,3,0,0,512,80,36.48,16,5.003635416666661
pak,cg,3,0,0,512,80,45.58,24,14.103635416666663
rand,cg,3,0,0,512,80,47.56,24,16.083635416666667
spr,cg,3,0,0,512,80,47.68,24,16.203635416666664
pak,cg,4,0,1,512,80,33.88,16,2.403635416666667
rand,cg,4,0,1,512,80,33.32,16,1.8436354166666646
spr,cg,4,0,1,512,80,33.6,16,2.1236354166666658
pak,cg,4,0,1,512,80,45.36,24,13.883635416666664
rand,cg,4,0,1,512,80,45.91,24,14.433635416666661
spr,cg,4,0,1,512,80,46.08,24,14.603635416666663
pak,cg,5,0,2,512,80,33.65,16,2.173635416666663
rand,cg,5,0,2,512,80,33.61,16,2.133635416666664
spr,cg,5,0,2,512,80,33.36,16,1.8836354166666638
pak,cg,5,0,2,512,80,45.37,24,13.893635416666662
rand,cg,5,0,2,512,80,45.61,24,14.133635416666664
spr,cg,5,0,2,512,80,45.85,24,14.373635416666666
pak,cg,2,1,0,512,80,39.31,16,7.833635416666667
rand,cg,2,1,0,512,80,42.06,16,10.583635416666667
spr,cg,2,1,0,512,80,42.07,16,10.593635416666665
pak,cg,2,1,0,512,80,48.29,24,16.813635416666664
rand,cg,2,1,0,512,80,54.85,24,23.373635416666666
spr,cg,2,1,0,512,80,53.26,24,21.783635416666662
pak,cg,1,2,0,512,80,40.58,16,9.103635416666663
rand,cg,1,2,0,512,80,64.2,16,32.72363541666667
spr,cg,1,2,0,512,80,50.37,16,18.893635416666662
pak,cg,1,2,0,512,80,48.92,24,17.443635416666666
rand,cg,1,2,0,512,80,64.09,24,32.61363541666667
spr,cg,1,2,0,512,80,66.61,24,35.133635416666664
pak,cg,3,0,0,1024,115,27.51,16,3.966364583333334
pak,cg,3,0,0,1024,115,27.49,16,3.986364583333337
pak,cg,3,0,0,1024,115,27.5,16,3.9763645833333356
rand,cg,3,0,0,1024,115,29.48,16,1.9963645833333352
rand,cg,3,0,0,1024,115,30.9,16,0.5763645833333371
rand,cg,3,0,0,1024,115,30.09,16,1.3863645833333358
spr,cg,3,0,0,1024,115,27.48,16,3.996364583333335
spr,cg,3,0,0,1024,115,27.37,16,4.106364583333335
spr,cg,3,0,0,1024,115,27.38,16,4.096364583333337
pak,cg,3,0,0,1024,115,33.29,20,1.8136354166666635
pak,cg,3,0,0,1024,115,33.36,20,1.8836354166666638
pak,cg,3,0,0,1024,115,33.25,20,1.7736354166666644
rand,cg,3,0,0,1024,115,35.88,20,4.403635416666667
rand,cg,3,0,0,1024,115,35.52,20,4.0436354166666675
rand,cg,3,0,0,1024,115,34.86,20,3.383635416666664
spr,cg,3,0,0,1024,115,33.87,20,2.393635416666662
spr,cg,3,0,0,1024,115,33.78,20,2.3036354166666655
spr,cg,3,0,0,1024,115,33.67,20,2.193635416666666
pak,cg,3,0,0,1024,115,35.55,24,4.0736354166666615
pak,cg,3,0,0,1024,115,35.67,24,4.193635416666666
pak,cg,3,0,0,1024,115,35.66,24,4.183635416666661
rand,cg,3,0,0,1024,115,36.85,24,5.373635416666666
rand,cg,3,0,0,1024,115,37.93,24,6.453635416666664
rand,cg,3,0,0,1024,115,37.39,24,5.913635416666665
spr,cg,3,0,0,1024,115,36.3,24,4.8236354166666615
spr,cg,3,0,0,1024,115,36.26,24,4.783635416666662
spr,cg,3,0,0,1024,115,36.25,24,4.773635416666664
pak,cg,4,0,1,1024,115,26.28,16,5.1963645833333345
pak,cg,4,0,1,1024,115,26.32,16,5.156364583333335
pak,cg,4,0,1,1024,115,26.34,16,5.136364583333336
rand,cg,4,0,1,1024,115,26.33,16,5.146364583333337
rand,cg,4,0,1,1024,115,26.01,16,5.466364583333334
rand,cg,4,0,1,1024,115,26.24,16,5.236364583333337
spr,cg,4,0,1,1024,115,26.78,16,4.6963645833333345
spr,cg,4,0,1,1024,115,26.78,16,4.6963645833333345
spr,cg,4,0,1,1024,115,26.81,16,4.666364583333337
pak,cg,4,0,1,1024,115,32.6,20,1.1236354166666658
pak,cg,4,0,1,1024,115,32.6,20,1.1236354166666658
pak,cg,4,0,1,1024,115,32.62,20,1.1436354166666618
rand,cg,4,0,1,1024,115,32.6,20,1.1236354166666658
rand,cg,4,0,1,1024,115,32.65,20,1.173635416666663
rand,cg,4,0,1,1024,115,32.6,20,1.1236354166666658
spr,cg,4,0,1,1024,115,33.02,20,1.5436354166666675
spr,cg,4,0,1,1024,115,33.03,20,1.5536354166666655
spr,cg,4,0,1,1024,115,33.08,20,1.6036354166666626
pak,cg,4,0,1,1024,115,35.41,24,3.933635416666661
pak,cg,4,0,1,1024,115,35.33,24,3.8536354166666626
pak,cg,4,0,1,1024,115,35.24,24,3.7636354166666663
rand,cg,4,0,1,1024,115,35.06,24,3.5836354166666666
rand,cg,4,0,1,1024,115,35.23,24,3.7536354166666612
rand,cg,4,0,1,1024,115,35.54,24,4.0636354166666635
spr,cg,4,0,1,1024,115,35.71,24,4.233635416666665
spr,cg,4,0,1,1024,115,35.71,24,4.233635416666665
spr,cg,4,0,1,1024,115,35.7,24,4.223635416666667
pak,cg,5,0,2,1024,115,26.2,16,5.276364583333336
pak,cg,5,0,2,1024,115,26.24,16,5.236364583333337
pak,cg,5,0,2,1024,115,26.24,16,5.236364583333337
rand,cg,5,0,2,1024,115,25.98,16,5.496364583333335
rand,cg,5,0,2,1024,115,26.11,16,5.366364583333336
rand,cg,5,0,2,1024,115,26.19,16,5.286364583333334
spr,cg,5,0,2,1024,115,26.7,16,4.776364583333336
spr,cg,5,0,2,1024,115,26.79,16,4.6863645833333365
spr,cg,5,0,2,1024,115,26.9,16,4.576364583333337
pak,cg,5,0,2,1024,115,32.61,20,1.1336354166666638
pak,cg,5,0,2,1024,115,32.52,20,1.0436354166666675
pak,cg,5,0,2,1024,115,32.65,20,1.173635416666663
rand,cg,5,0,2,1024,115,32.61,20,1.1336354166666638
rand,cg,5,0,2,1024,115,32.91,20,1.433635416666661
rand,cg,5,0,2,1024,115,32.37,20,0.8936354166666618
spr,cg,5,0,2,1024,115,33.14,20,1.663635416666665
spr,cg,5,0,2,1024,115,33.02,20,1.5436354166666675
spr,cg,5,0,2,1024,115,32.99,20,1.5136354166666663
pak,cg,5,0,2,1024,115,35.31,24,3.8336354166666666
pak,cg,5,0,2,1024,115,35.18,24,3.703635416666664
pak,cg,5,0,2,1024,115,35.24,24,3.7636354166666663
rand,cg,5,0,2,1024,115,35.35,24,3.8736354166666658
rand,cg,5,0,2,1024,115,35.22,24,3.743635416666663
rand,cg,5,0,2,1024,115,35.38,24,3.903635416666667
spr,cg,5,0,2,1024,115,35.62,24,4.143635416666662
spr,cg,5,0,2,1024,115,35.6,24,4.123635416666666
spr,cg,5,0,2,1024,115,35.69,24,4.213635416666662
pak,cg,2,1,0,1024,115,32.11,16,0.6336354166666638
pak,cg,2,1,0,1024,115,32.19,16,0.7136354166666621
pak,cg,2,1,0,1024,115,32.18,16,0.7036354166666641
rand,cg,2,1,0,1024,115,36.8,16,5.3236354166666615
rand,cg,2,1,0,1024,115,35.43,16,3.953635416666664
rand,cg,2,1,0,1024,115,40.37,16,8.893635416666662
spr,cg,2,1,0,1024,115,32.24,16,0.7636354166666663
spr,cg,2,1,0,1024,115,32.16,16,0.6836354166666609
spr,cg,2,1,0,1024,115,32.1,16,0.6236354166666658
pak,cg,2,1,0,1024,115,37.43,20,5.953635416666664
pak,cg,2,1,0,1024,115,37.58,20,6.103635416666663
pak,cg,2,1,0,1024,115,37.45,20,5.973635416666667
rand,cg,2,1,0,1024,115,45.68,20,14.203635416666664
rand,cg,2,1,0,1024,115,42.87,20,11.393635416666662
rand,cg,2,1,0,1024,115,45.38,20,13.903635416666667
spr,cg,2,1,0,1024,115,37.64,20,6.163635416666665
spr,cg,2,1,0,1024,115,37.46,20,5.983635416666665
spr,cg,2,1,0,1024,115,37.62,20,6.143635416666662
pak,cg,2,1,0,1024,115,40.56,24,9.083635416666667
pak,cg,2,1,0,1024,115,40.73,24,9.253635416666661
pak,cg,2,1,0,1024,115,40.52,24,9.043635416666667
rand,cg,2,1,0,1024,115,43.33,24,11.853635416666663
rand,cg,2,1,0,1024,115,44.88,24,13.403635416666667
rand,cg,2,1,0,1024,115,44.35,24,12.873635416666666
spr,cg,2,1,0,1024,115,39.95,24,8.473635416666667
spr,cg,2,1,0,1024,115,39.86,24,8.383635416666664
spr,cg,2,1,0,1024,115,39.91,24,8.433635416666661
pak,cg,1,2,0,1024,115,34.79,16,3.3136354166666635
pak,cg,1,2,0,1024,115,34.76,16,3.2836354166666624
pak,cg,1,2,0,1024,115,35.88,16,4.403635416666667
rand,cg,1,2,0,1024,115,65.9,16,34.42363541666667
rand,cg,1,2,0,1024,115,56.27,16,24.793635416666667
rand,cg,1,2,0,1024,115,82.08,16,50.60363541666666
spr,cg,1,2,0,1024,115,46.33,16,14.853635416666663
spr,cg,1,2,0,1024,115,46.2,16,14.723635416666667
spr,cg,1,2,0,1024,115,53.55,16,22.07363541666666
pak,cg,1,2,0,1024,115,40.62,20,9.143635416666662
pak,cg,1,2,0,1024,115,40.52,20,9.043635416666667
pak,cg,1,2,0,1024,115,40.59,20,9.113635416666668
rand,cg,1,2,0,1024,115,65.79,20,34.31363541666667
rand,cg,1,2,0,1024,115,97.59,20,66.11363541666667
rand,cg,1,2,0,1024,115,73.94,20,42.46363541666666
spr,cg,1,2,0,1024,115,51.55,20,20.07363541666666
spr,cg,1,2,0,1024,115,51.57,20,20.093635416666665
spr,cg,1,2,0,1024,115,51.59,20,20.113635416666668
pak,cg,1,2,0,1024,115,42.74,24,11.263635416666666
pak,cg,1,2,0,1024,115,42.74,24,11.263635416666666
pak,cg,1,2,0,1024,115,42.73,24,11.253635416666661
rand,cg,1,2,0,1024,115,71.14,24,39.663635416666665
rand,cg,1,2,0,1024,115,73.62,24,42.14363541666667
rand,cg,1,2,0,1024,115,67.56,24,36.08363541666667
spr,cg,1,2,0,1024,115,54.32,24,22.843635416666665
spr,cg,1,2,0,1024,115,54.44,24,22.963635416666662
spr,cg,1,2,0,1024,115,54.33,24,22.853635416666663
pak,cg,3,0,0,1024,64,28.15,16,3.326364583333337
pak,cg,3,0,0,1024,64,28.05,16,3.426364583333335
pak,cg,3,0,0,1024,64,28.11,16,3.366364583333336
rand,cg,3,0,0,1024,64,30.46,16,1.0163645833333348
rand,cg,3,0,0,1024,64,30.17,16,1.306364583333334
rand,cg,3,0,0,1024,64,31.49,16,0.013635416666662792
spr,cg,3,0,0,1024,64,28.13,16,3.3463645833333366
spr,cg,3,0,0,1024,64,28.13,16,3.3463645833333366
spr,cg,3,0,0,1024,64,28.1,16,3.3763645833333342
pak,cg,3,0,0,1024,64,34.73,20,3.2536354166666612
pak,cg,3,0,0,1024,64,34.74,20,3.2636354166666663
pak,cg,3,0,0,1024,64,34.7,20,3.223635416666667
rand,cg,3,0,0,1024,64,35.81,20,4.333635416666667
rand,cg,3,0,0,1024,64,38.12,20,6.643635416666662
rand,cg,3,0,0,1024,64,36.57,20,5.093635416666665
spr,cg,3,0,0,1024,64,35.12,20,3.643635416666662
spr,cg,3,0,0,1024,64,35.12,20,3.643635416666662
spr,cg,3,0,0,1024,64,35.17,20,3.693635416666666
pak,cg,3,0,0,1024,64,38.3,24,6.8236354166666615
pak,cg,3,0,0,1024,64,38.46,24,6.983635416666665
pak,cg,3,0,0,1024,64,38.29,24,6.8136354166666635
rand,cg,3,0,0,1024,64,40.13,24,8.653635416666667
rand,cg,3,0,0,1024,64,38.93,24,7.453635416666664
rand,cg,3,0,0,1024,64,38.8,24,7.3236354166666615
spr,cg,3,0,0,1024,64,38.61,24,7.133635416666664
spr,cg,3,0,0,1024,64,38.65,24,7.173635416666663
spr,cg,3,0,0,1024,64,38.66,24,7.183635416666661
pak,cg,4,0,1,1024,64,27.04,16,4.4363645833333365
pak,cg,4,0,1,1024,64,27.01,16,4.466364583333334
pak,cg,4,0,1,1024,64,26.97,16,4.506364583333337
rand,cg,4,0,1,1024,64,27.19,16,4.286364583333334
rand,cg,4,0,1,1024,64,26.88,16,4.596364583333337
rand,cg,4,0,1,1024,64,26.78,16,4.6963645833333345
spr,cg,4,0,1,1024,64,27.48,16,3.996364583333335
spr,cg,4,0,1,1024,64,27.5,16,3.9763645833333356
spr,cg,4,0,1,1024,64,27.64,16,3.836364583333335
pak,cg,4,0,1,1024,64,34.02,20,2.5436354166666675
pak,cg,4,0,1,1024,64,34.09,20,2.6136354166666678
pak,cg,4,0,1,1024,64,34.1,20,2.6236354166666658
rand,cg,4,0,1,1024,64,33.94,20,2.463635416666662
rand,cg,4,0,1,1024,64,34.36,20,2.883635416666664
rand,cg,4,0,1,1024,64,33.9,20,2.423635416666663
spr,cg,4,0,1,1024,64,34.56,20,3.0836354166666666
spr,cg,4,0,1,1024,64,34.54,20,3.0636354166666635
spr,cg,4,0,1,1024,64,34.3,20,2.8236354166666615
pak,cg,4,0,1,1024,64,37.81,24,6.333635416666667
pak,cg,4,0,1,1024,64,37.91,24,6.433635416666661
pak,cg,4,0,1,1024,64,38.12,24,6.643635416666662
rand,cg,4,0,1,1024,64,37.81,24,6.333635416666667
rand,cg,4,0,1,1024,64,38.32,24,6.843635416666665
rand,cg,4,0,1,1024,64,37.9,24,6.423635416666663
spr,cg,4,0,1,1024,64,38.06,24,6.583635416666667
spr,cg,4,0,1,1024,64,38.22,24,6.743635416666663
spr,cg,4,0,1,1024,64,38.29,24,6.8136354166666635
pak,cg,5,0,2,1024,64,27.06,16,4.416364583333337
pak,cg,5,0,2,1024,64,26.97,16,4.506364583333337
pak,cg,5,0,2,1024,64,26.94,16,4.536364583333334
rand,cg,5,0,2,1024,64,27.29,16,4.1863645833333365
rand,cg,5,0,2,1024,64,26.88,16,4.596364583333337
rand,cg,5,0,2,1024,64,27.11,16,4.366364583333336
