algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count
pak,CoMD,2,1,0,4096,115,42.0062,24
pak,CoMD,3,0,0,4096,115,41.1639,24
pak,CoMD,4,0,1,4096,115,41.1271,24
pak,CoMD,5,0,2,4096,115,40.4947,24
rand,CoMD,1,2,0,4096,64,53.0326,24
rand,CoMD,2,1,0,4096,64,52.4224,24
rand,CoMD,3,0,0,4096,64,53.3235,24
rand,CoMD,4,0,1,4096,64,52.2440,24
rand,CoMD,5,0,2,4096,64,51.0051,24
rand,CoMD,1,2,0,4096,80,45.3950,24
rand,CoMD,2,1,0,4096,80,44.6929,24
rand,CoMD,3,0,0,4096,80,43.9619,24
rand,CoMD,4,0,1,4096,80,44.1497,24
rand,CoMD,5,0,2,4096,80,44.0600,24
rand,CoMD,1,2,0,4096,115,42.8223,24
rand,CoMD,2,1,0,4096,115,42.2870,24
rand,CoMD,3,0,0,4096,115,41.2657,24
rand,CoMD,4,0,1,4096,115,41.0390,24
rand,CoMD,5,0,2,4096,115,40.2221,24
